Bioactivity_ID,Aid_Type,Activity,Protein_Accession,Activity_Type,Activity_Qualifier,Bioassay_Data_Source,BioAssay_Name,Compound_Name,Target_Name,Target_Link,ECs,Representative_Protein_Accession,Cell_ID,Anatomy,dois,pmcids,pclids,citations,BioAssay_AID,Substance_SID,Compound_CID,refsid,Gene_ID,PMID,Last_Modified_Date,Has_Dose_Response_Curve,RNAi_BioAssay,Activity_Value,Taxonomy_ID,Target_Taxonomy_ID,Anatomy_ID
396129064,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the HS 578T Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794788,69716,4,505424941,,,20260112,0,0,,,,
394637407,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794763,69716,4,505424941,,,20260112,0,0,,,,
335979077,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the vitamin D receptor (VDR) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,,,,,,,743225,144212021,4,,,,20140821,1,0,,,,
335979542,Confirmatory,Unspecified,ADZ17382,Potency,,Tox21,qHTS assay to identify small molecule agonists of the farnesoid-X-receptor (FXR) signaling pathway,1-Amino-2-propanol,NR1H4 - nuclear receptor subfamily 1 group H member 4 (human),/gene/9971,,ADZ17382,,,,,,,743220,144212021,4,,9971,,20140821,1,0,,9606,,
392125422,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the HT29 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794748,69716,4,505424941,,,20260112,0,0,,,,
332035281,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to test for compound auto fluorescence at 460 nm (blue) in HepG2 cells,1-Amino-2-propanol,,,,,,,,,,,720687,144212021,4,,,,20161028,1,0,,,,
356401074,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the TGF-beta/Smad signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,54,,,,,,1346829,144212021,4,,,,20181221,1,0,,,,
394639687,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794764,69716,4,505424941,,,20260112,0,0,,,,
394462914,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SN12C Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794767,69716,4,505424941,,,20260112,0,0,,,,
356412168,Confirmatory,Unspecified,AAH50743,Potency,,Tox21,qHTS assay to identify small molecule agonists of the TGF-beta/Smad signaling pathway,1-Amino-2-propanol,SMAD3 - SMAD family member 3 (human),/gene/4088,,P84022,54,,,,,,1346859,144212021,4,,4088,,20181221,1,0,,9606,,
396693226,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the HCC-2998 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794799,69716,4,505424941,,,20260112,0,0,,,,
342908470,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the retinoid acid receptor (RAR) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,144007,,,,,,1159551,144212021,4,,,,20150917,1,0,,,,
392959702,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the NCI-H226 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794732,69716,4,505424941,,,20260112,0,0,,,,
345823435,Confirmatory,Unspecified,,Potency,,Tox21,A CellTox Green Cytotoxicity Assay to monitor cytotoxicity in HEK293 cells - 0 hour,1-Amino-2-propanol,,,,,45,,,,,,1224869,144212021,4,,,,20160908,1,0,,,,
350511974,Confirmatory,Unspecified,AAV31779,Potency,,Tox21,qHTS assay to identify small molecule agonists of the estrogen receptor beta (ER-beta) signaling pathway,1-Amino-2-propanol,ESR2 - estrogen receptor 2 (human),/gene/2100,,Q92731,45,,,,,,1259377,144212021,4,,2100,,20180222,1,0,,9606,,
392958702,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the HOP-62 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794735,69716,4,505424941,,,20260112,0,0,,,,
392791567,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794740,69716,4,505424941,,,20260112,0,0,,,,
345110016,Confirmatory,Unspecified,ADZ17378,Potency,,Tox21,qHTS assay to identify small molecule agonists of the estrogen related receptor signaling pathway with the pleiotropic PPARgamma coactivator (PGC) from Tox21 10K library,1-Amino-2-propanol,ESRRA - estrogen related receptor alpha (human),/gene/2101,,P11474,54,,,,,,1224842,144212021,4,,2101,,20180202,1,0,,9606,,
361783267,Confirmatory,Unspecified,,Potency,,Tox21,Acetylcholinesterase (AChE) small molecule antagonists: colormetric cell-based qHTS assay,1-Amino-2-propanol,ACHE - acetylcholinesterase (Yt blood group) (human),/gene/43,,,19,,,,,,1347395,144212021,4,,43,,20200220,1,0,,9606,,
356467545,Confirmatory,Unspecified,EGW14942,Potency,,Tox21,"Caspase-3/7 induction in CHO-K1 cells by small molecules, qHTS assay",1-Amino-2-propanol,Casp7 - caspase 7 (Chinese hamster),/gene/100766857,,EGW14942,198,,,,,,1346980,144212021,4,,100766857,,20190107,1,0,,10029,,
392793934,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the HOP-92 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794738,69716,4,505424941,,,20260112,0,0,,,,
345941831,Confirmatory,Unspecified,,Potency,,Tox21,qHTS RealTime-Glo MT Cell Viability Assay in HEK293 cells - 40 hour,1-Amino-2-propanol,,,,,45,,,,,,1224874,144212021,4,,,,20160908,1,0,,,,
336049184,Confirmatory,Unspecified,BAH02282,Potency,,Tox21,qHTS assay to identify small molecule agonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway,1-Amino-2-propanol,PPARD - peroxisome proliferator activated receptor delta (human),/gene/5467,,BAH02282,,,,,,,743212,144212021,4,,5467,,20140821,1,0,,9606,,
345118224,Confirmatory,Unspecified,ADZ17378,Potency,,Tox21,qHTS assay to identify small molecule agonists of the estrogen related receptor (ERR) signaling pathway from Tox21 library,1-Amino-2-propanol,ESRRA - estrogen related receptor alpha (human),/gene/2101,,P11474,54,,,,,,1224849,144212021,4,,2101,,20180202,1,0,,9606,,
356544942,Summary,Unspecified,AAH50743,,,Tox21,"TGF-beta/Smad small molecule antagonists, qHTS assay: Summary",1-Amino-2-propanol,SMAD3 - SMAD family member 3 (human),/gene/4088,,P84022,54,,,,,,1347032,144212021,4,,4088,,20190129,0,0,,9606,,
396694563,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the HCT-116 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794798,69716,4,505424941,,,20260112,0,0,,,,
393930397,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the DU-145 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794760,69716,4,505424941,,,20260112,0,0,,,,
335936803,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the peroxisome proliferator-activated receptor delta (PPARd) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,,,,,,,743213,144212021,4,,,,20140821,1,0,,,,
328292153,Summary,Unspecified,P04637,Potency,,Tox21,qHTS assay for small molecule agonists of the p53 signaling pathway: Summary,1-Amino-2-propanol,TP53 - tumor protein p53 (human),/gene/7157,,P04637,,,,,,,720552,144212021,4,,7157,,20140820,0,0,,9606,,
335939347,Confirmatory,Unspecified,BAH02291,Potency,,Tox21,qHTS assay to identify small molecule agonists of the vitamin D receptor (VDR) signaling pathway,1-Amino-2-propanol,VDR - vitamin D receptor (human),/gene/7421,,BAH02291,,,,,,,743222,144212021,4,,7421,,20140821,1,0,,9606,,
392983768,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the NCI-H460 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794736,69716,4,505424941,,,20260112,0,0,,,,
392987011,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the NCI-H322M Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794733,69716,4,505424941,,,20260112,0,0,,,,
350522645,Confirmatory,Unspecified,AAV31779,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the estrogen receptor beta (ER-beta) signaling pathway,1-Amino-2-propanol,ESR2 - estrogen receptor 2 (human),/gene/2100,,Q92731,54,,,,,,1259378,144212021,4,,2100,,20180222,1,0,,9606,,
361761650,Confirmatory,Unspecified,,Potency,,Tox21,Acetylcholinesterase (AChE) small molecule antagonists: fluorescence cell-based qHTS assay,1-Amino-2-propanol,ACHE - acetylcholinesterase (Yt blood group) (human),/gene/43,,,19,,,,,,1347398,144212021,4,,43,,20200220,1,0,,9606,,
350528642,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the androgen receptor (AR) signaling pathway in the presence of an antagonist - cell viability counter screen,1-Amino-2-propanol,,,,,21111,,,,,,1259379,144212021,4,,,,20180222,1,0,,,,
350727028,Summary,Unspecified,AAI13617,,,Tox21,qHTS assay to identify small molecule agonists of the sonic hedgehog signaling (Shh) pathway: Summary,1-Amino-2-propanol,GLI3 - GLI family zinc finger 3 (human),/gene/2737,,AAI13617,144249,,,,,,1259390,144212021,4,,2737,,20180309,0,0,,9606,,
393944376,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794756,69716,4,505424941,,,20260112,0,0,,,,
394568010,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the TK-10 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794769,69716,4,505424941,,,20260112,0,0,,,,
361736056,Confirmatory,Unspecified,,Potency,,Tox21,Acetylcholinesterase (AChE) small molecule antagonists: enzyme-based qHTS assay with human liver microsomes,1-Amino-2-propanol,ACHE - acetylcholinesterase (Yt blood group) (human),/gene/43,,,,,,,,,1347399,144212021,4,,43,,20200220,1,0,,9606,,
393720185,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SF-268 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794759,69716,4,505424941,,,20260112,0,0,,,,
356555766,Summary,Unspecified,AAP35329,,,Tox21,"Caspase-3/7 induction in HepG2 cells by small molecules, qHTS assay: Summary",1-Amino-2-propanol,CASP7 - caspase 7 (human),/gene/840,,AAP35329,27,,,,,,1347034,144212021,4,,840,,20190129,0,0,,9606,,
346151824,Summary,Unspecified,AAI32976,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881: Summary,1-Amino-2-propanol,AR - androgen receptor (human),/gene/367,,AAI32976,395,,,,,,1259247,144212021,4,,367,,20170224,0,0,,9606,,
356515035,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the TGF-beta/Smad signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,54,,,,,,1346824,144212021,4,,,,20181221,1,0,,,,
397402999,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the NCI/ADR-RES Ovarian cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794790,69716,4,505424941,,,20260113,0,0,,,,
356486886,Summary,Unspecified,,,,Tox21,Human pregnane X receptor (PXR) small molecule agonists: Summary,1-Amino-2-propanol,,,,,0,,,,,,1347033,144212021,4,,,,20190129,0,0,,,,
350769704,Summary,Unspecified,AAV31779,Potency,,Tox21,qHTS assay to identify small molecule agonists of the estrogen receptor beta (ER-beta) signaling pathway: Summary,1-Amino-2-propanol,ESR2 - estrogen receptor 2 (human),/gene/2100,,Q92731,54,,,,,,1259394,144212021,4,,2100,,20180312,0,0,,9606,,
346228841,Summary,Unspecified,AEP43755,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol: Summary,1-Amino-2-propanol,ESR1 - estrogen receptor 1 (human),/gene/2099,,P03372,21257,,,,,,1259248,144212021,4,,2099,,20170224,0,0,,9606,,
346166591,Confirmatory,Unspecified,AEP43755,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the estrogen receptor alpha (ER-alpha) signaling pathway using the BG1 cell line in the presence of 0.1 nM 17-beta-estradiol,1-Amino-2-propanol,ESR1 - estrogen receptor 1 (human),/gene/2099,,P03372,21257,,,,,,1259244,144212021,4,,2099,,20170127,1,0,,9606,,
393096785,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the NCI-H23 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794731,69716,4,505424941,,,20260112,0,0,,,,
350740712,Summary,Unspecified,AEP43755,,,Tox21,qHTS assay to identify small molecule agonists of the estrogen receptor alpha (ER-alpha) signaling pathway in the presence of an antagonist: Summary,1-Amino-2-propanol,ESR1 - estrogen receptor 1 (human),/gene/2099,,P03372,21258,,,,,,1259391,144212021,4,,2099,,20180309,0,0,,9606,,
395838507,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SR Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794780,69716,4,505424941,,,20260112,0,0,,,,
385969186,Confirmatory,Unspecified,,Potency,,Tox21,"cAMP Responsive Elements (CRE) small molecule agonists, cell-based qHTS assay",1-Amino-2-propanol,CREB1 - cAMP responsive element binding protein 1 (human),/gene/1385,,,54,,,,,,1963590,144212021,4,,1385,,20250804,1,0,,9606,,
344609904,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of H2AX - cell viability counter screen,1-Amino-2-propanol,,,,,198,,,,,,1224847,144212021,4,,,,20160721,1,0,,,,
385976904,Summary,Unspecified,,Potency,,Tox21,"Adrenergic beta2 receptor (ADRB2) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,ADRB2 - adrenoceptor beta 2 (human),/gene/154,,,197,,,,,,2061106,144212021,4,,154,,20250724,0,0,,9606,,
344575200,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,27,,,,,,1224837,144212021,4,,,,20160715,1,0,,,,
392414286,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the COLO 205 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794742,69716,4,505424941,,,20260112,0,0,,,,
344620761,Confirmatory,Unspecified,AAY56401,Potency,,Tox21,qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway,1-Amino-2-propanol,"nuclear receptor subfamily 1, group I, member 3 (human)",/protein/AAY56401,,Q14994,27,,,,,,1224839,144212021,4,,,,20160715,1,0,,9606,,
393929748,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794755,69716,4,505424941,,,20260112,0,0,,,,
396477476,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the MCF7 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794796,69716,4,505424941,,,20260112,0,0,,,,
393754080,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the PC-3 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794754,69716,4,505424941,,,20260112,0,0,,,,
397256978,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-435 Melanoma cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794794,69716,4,505424941,,,20260113,0,0,,,,
395334598,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the MOLT-4 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794779,69716,4,505424941,,,20260112,0,0,,,,
344580645,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the constitutive androstane receptor (CAR) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,27,,,,,,1224836,144212021,4,,,,20160715,1,0,,,,
344623363,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway - cell viability counter screen,1-Amino-2-propanol,,,,,3864,,,,,,1224844,144212021,4,,,,20160721,1,0,,,,
396365897,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-231/ATCC Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794789,69716,4,505424941,,,20260112,0,0,,,,
394327676,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the ACHN Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794771,69716,4,505424941,,,20260112,0,0,,,,
330212341,Summary,Unspecified,,Potency,,Tox21,qHTS assay for small molecule disruptors of the mitochondrial membrane potential: Summary,1-Amino-2-propanol,,,,,,,,,,,720637,144212021,4,,,,20140820,0,0,,,,
385873828,Summary,Unspecified,,Potency,,Tox21,"Adrenergic beta2 receptor (ADRB2) small molecule agonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,ADRB2 - adrenoceptor beta 2 (human),/gene/154,,,197,,,,,,2061107,144212021,4,,154,,20250724,0,0,,9606,,
394454369,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the CAKI-1 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794772,69716,4,505424941,,,20260112,0,0,,,,
344587956,Confirmatory,Unspecified,AAA29795,Potency,,Tox21,qHTS assay to identify small molecule inhibitors of firefly luciferase,1-Amino-2-propanol,LOC116160065 - luciferin 4-monooxygenase (common eastern firefly),/gene/116160065,,P08659,,,,,,,1224835,144212021,4,,116160065,,20160715,1,0,,7054,,
344559501,Confirmatory,Unspecified,AAG43026,Potency,,Tox21,qHTS assay to identify small molecule agonists of the hypoxia (HIF-1) signaling pathway,1-Amino-2-propanol,HIF1A - hypoxia inducible factor 1 subunit alpha (human),/gene/3091,,Q16665,3864,,,,,,1224846,144212021,4,,3091,,20160721,1,0,,9606,,
385846311,Summary,Unspecified,NP_000729,,,Tox21,"Cholinergic receptor muscarinic 1 (CHRM1) small molecule agonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,CHRM1 - cholinergic receptor muscarinic 1 (human),/gene/1128,,P11229,197,,,,,,2061102,144212021,4,,1128,,20250723,0,0,,9606,,
385847061,Summary,Unspecified,,,,Tox21,"cAMP Responsive Elements (CRE) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,CREB1 - cAMP responsive element binding protein 1 (human),/gene/1385,,,54,,,,,,2061099,144212021,4,,1385,,20250723,0,0,,9606,,
344591451,Confirmatory,Unspecified,AAY56401,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the constitutive androstane receptor (CAR) signaling pathway,1-Amino-2-propanol,"nuclear receptor subfamily 1, group I, member 3 (human)",/protein/AAY56401,,Q14994,27,,,,,,1224838,144212021,4,,,,20160715,1,0,,9606,,
385920133,Summary,Unspecified,AAH21195,Potency,,Tox21,"Dopamine D2 receptor (DRD2) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,DRD2 - dopamine receptor D2 (human),/gene/1813,,P14416,45,,,,,,2061105,144212021,4,,1813,,20250724,0,0,,9606,,
385920132,Summary,Unspecified,,Potency,,Tox21,"Dopamine D2 receptor (DRD2) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,DRD2 - dopamine receptor D2 (human),/gene/1813,,,45,,,,,,2061105,144212021,4,,1813,,20250724,0,0,,9606,,
346274843,Confirmatory,Unspecified,,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the androgen receptor (AR) signaling pathway using the MDA cell line in the presence of 0.5 nM R1881 - cell viability counter screen,1-Amino-2-propanol,,,,,395,,,,,,1259242,144212021,4,,,,20170127,1,0,,,,
385809894,Summary,Unspecified,,,,Tox21,"Cholinergic receptor muscarinic 1 (CHRM1) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,CHRM1 - cholinergic receptor muscarinic 1 (human),/gene/1128,,,197,,,,,,2061103,144212021,4,,1128,,20250723,0,0,,9606,,
395582339,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the K-562 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794777,69716,4,505424941,,,20260112,0,0,,,,
344577877,Confirmatory,Unspecified,EAW81333,Potency,,Tox21,qHTS assay to identify small molecule agonists of the thyroid stimulating hormone receptor (TSHR) signaling pathway,1-Amino-2-propanol,TSHR - thyroid stimulating hormone receptor (human),/gene/7253,,P16473,45,,,,,,1224843,144212021,4,,7253,,20160720,1,0,,9606,,
385890016,Summary,Unspecified,,,,Tox21,"5-hydroxytryptamine receptor 2A (HTR2A) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,HTR2A - 5-hydroxytryptamine receptor 2A (human),/gene/3356,,,197,,,,,,2061101,144212021,4,,3356,,20250723,0,0,,9606,,
385890207,Summary,Unspecified,,,,Tox21,"5-hydroxytryptamine receptor 2A (HTR2A) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,HTR2A - 5-hydroxytryptamine receptor 2A (human),/gene/3356,,,197,,,,,,2061101,144212021,4,,3356,,20250723,0,0,,9606,,
344549959,Confirmatory,Unspecified,EGV99105,Potency,,Tox21,qHTS assay to identify small molecule agonists of H2AX,1-Amino-2-propanol,LOC100757539 - histone H2AX (Chinese hamster),/gene/100757539,,EGV99105,198,,,,,,1224845,144212021,4,,100757539,,20160721,1,0,,10029,,
393642784,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SF-539 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794752,69716,4,505424941,,,20260112,0,0,,,,
385949422,Summary,Unspecified,,,,Tox21,"5-hydroxytryptamine receptor 2A (HTR2A) small molecule agonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,HTR2A - 5-hydroxytryptamine receptor 2A (human),/gene/3356,,,197,,,,,,2061100,144212021,4,,3356,,20250723,0,0,,9606,,
385949421,Summary,Unspecified,,,,Tox21,"5-hydroxytryptamine receptor 2A (HTR2A) small molecule agonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,HTR2A - 5-hydroxytryptamine receptor 2A (human),/gene/3356,,,197,,,,,,2061100,144212021,4,,3356,,20250723,0,0,,9606,,
385835223,Summary,Unspecified,,Potency,,Tox21,"cAMP Responsive Elements (CRE) small molecule agonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,CREB1 - cAMP responsive element binding protein 1 (human),/gene/1385,,,54,,,,,,2061098,144212021,4,,1385,,20250723,0,0,,9606,,
385954627,Confirmatory,Unspecified,,Potency,,Tox21,"cAMP Responsive Elements (CRE) small molecule antagonists, cell-based qHTS assay",1-Amino-2-propanol,CREB1 - cAMP responsive element binding protein 1 (human),/gene/1385,,,54,,,,,,1963591,144212021,4,,1385,,20250804,1,0,,9606,,
384106616,Confirmatory,Unspecified,,Potency,,Tox21,"p53 small molecule agonists, cell-based qHTS assay with human liver microsomes",1-Amino-2-propanol,TP53 - tumor protein p53 (human),/gene/7157,,,79329,,,,,,1963577,144212021,4,,7157,,20240715,1,0,,9606,,
343017867,Summary,Unspecified,ADZ17337,Potency,,Tox21,qHTS assay to identify small molecule antagonists of the retinoic acid receptor (RAR) signaling pathway: Summary,1-Amino-2-propanol,RARA - retinoic acid receptor alpha (human),/gene/5914,,P10276,144007,,,,,,1159555,144212021,4,,5914,,20150922,0,0,,9606,,
396471380,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the T-47D Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794792,69716,4,505424941,,,20260112,0,0,,,,
385847062,Summary,Unspecified,,,,Tox21,"cAMP Responsive Elements (CRE) small molecule antagonists, cell-based qHTS assay: Summary",1-Amino-2-propanol,CREB1 - cAMP responsive element binding protein 1 (human),/gene/1385,,,54,,,,,,2061099,144212021,4,,1385,,20250723,0,0,,9606,,
384618674,Confirmatory,Unspecified,,Potency,,Tox21,"Adrenergic beta2 receptor (ADRB2) small molecule agonists, cell-based qHTS assay",1-Amino-2-propanol,ADRB2 - adrenoceptor beta 2 (human),/gene/154,,,108094,,,,,,1963593,144212021,4,,154,,20240802,1,0,,9606,,
384572546,Confirmatory,Unspecified,,Potency,,Tox21,"p53 small molecule agonists, cell-based qHTS assay",1-Amino-2-propanol,TP53 - tumor protein p53 (human),/gene/7157,,,269,,,,,,1963582,144212021,4,,7157,,20240725,1,0,,9606,,
384652799,Confirmatory,Unspecified,AAH21195,Potency,,Tox21,"Dopamine D2 receptor (DRD2) small molecule antagonists, cell-based qHTS assay",1-Amino-2-propanol,DRD2 - dopamine receptor D2 (human),/gene/1813,,P14416,0,,,,,,1963595,144212021,4,,1813,,20240802,1,0,,9606,,
396648116,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the SW-620 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794795,69716,4,505424941,,,20260112,0,0,,,,
396648809,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the BT-549 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794793,69716,4,505424941,,,20260112,0,0,,,,
384660104,Confirmatory,Unspecified,,Potency,,Tox21,"Cholinergic receptor muscarinic 1 (CHRM1) small molecule agonists, cell-based qHTS assay",1-Amino-2-propanol,CHRM1 - cholinergic receptor muscarinic 1 (human),/gene/1128,,,0,,,,,,1963589,144212021,4,,1128,,20240802,1,0,,9606,,
384662051,Confirmatory,Unspecified,,Potency,,Tox21,"5-hydroxytryptamine receptor 2A (HTR2A) small molecule antagonists, cell-based qHTS assay",1-Amino-2-propanol,HTR2A - 5-hydroxytryptamine receptor 2A (human),/gene/3356,,,0,,,,,,1963586,144212021,4,,3356,,20240802,1,0,,9606,,
395980100,Screening,Unspecified,,,,DTP/NCI,"NCI human tumor cell line growth inhibition assay. Data for the IGROV1 Non-Small Cell Lung cell line, single concentration",1-Amino-2-propanol,,,,,,,,,,,1794786,69716,4,505424941,,,20260112,0,0,,,,
